,hwa_filterbank,hwa_filterbank_spm,hwa_filterbank_uncached,tacle_filterbank,tacle_filterbank_spm,tacle_filterbank_uncached
,72809.0,46450.0,73354.0,878244335.0,864106383.0,872821158.0
