,hwa_fir2dim,hwa_fir2dim_spm,hwa_fir2dim_uncached,tacle_fir2dim,tacle_fir2dim_spm,tacle_fir2dim_uncached
,153.0,152.0,152.0,73971.0,75363.0,104157.0
