,hwa_adpcm_encode,hwa_adpcm_encode_spm,hwa_adpcm_encode_uncached,hwa_adpcm_decode,hwa_adpcm_decode_spm,hwa_adpcm_decode_uncached,tacle_adpcm_enc,tacle_adpcm_dec
,794.0,793.0,793.0,523.0,522.0,522.0,10525.0,9449.0
