,hwa_adpcm_encode,hwa_adpcm_encode_spm,hwa_adpcm_decode,hwa_adpcm_decode_spm,tacle_adpcm_enc,tacle_adpcm_enc_spm,tacle_adpcm_dec,tacle_adpcm_dec_spm
,796.0,796.0,526.0,528.0,10763.0,9010.0,10132.0,7714.0
