,hwa_fir2dim,hwa_fir2dim_spm,tacle_fir2dim,tacle_fir2dim_spm
,152.0,152.0,73942.0,3690.0
,hwa_fir2dim,hwa_fir2dim_spm,tacle_fir2dim,tacle_fir2dim_spm
,2249.0,1778.0,0.0,0.0
,hwa_fir2dim,hwa_fir2dim_spm,tacle_fir2dim,tacle_fir2dim_spm
,2401.0,1930.0,73942.0,3690.0
