,hwa_adpcm_encode,hwa_adpcm_encode_spm,hwa_adpcm_encode_uncached,hwa_adpcm_decode,hwa_adpcm_decode_spm,hwa_adpcm_decode_uncached,tacle_adpcm_enc,tacle_adpcm_dec
,1309.0,1244.0,1342.0,1251.0,1282.0,1367.0,0.0,0.0
