,hwa_adpcm_encode,hwa_adpcm_encode_spm,hwa_adpcm_decode,hwa_adpcm_decode_spm,tacle_adpcm_enc,tacle_adpcm_enc_spm,tacle_adpcm_dec,tacle_adpcm_dec_spm
,378.0,371.0,382.0,372.0,0.0,0.0,0.0,0.0
