,hwa_adpcm_encode,hwa_adpcm_encode_spm,hwa_adpcm_decode,hwa_adpcm_decode_spm,tacle_adpcm_enc,tacle_adpcm_enc_spm,tacle_adpcm_dec,tacle_adpcm_dec_spm
,846.0,826.0,890.0,863.0,0.0,0.0,0.0,0.0
