,hwa_adpcm_encode,hwa_adpcm_encode_spm,hwa_adpcm_decode,hwa_adpcm_decode_spm,tacle_adpcm_enc,tacle_adpcm_enc_spm,tacle_adpcm_dec,tacle_adpcm_dec_spm
,101.0,49.0,100.0,48.0,0.0,0.0,0.0,0.0
