,hwa_filterbank,hwa_filterbank_spm,hwa_filterbank_uncached,tacle_filterbank,tacle_filterbank_spm,tacle_filterbank_uncached
,120165.0,15361.0,121687.0,3147817885.0,3091999813.0,3125633690.0
