,hwa_filterbank,hwa_filterbank_spm,hwa_filterbank_uncached,tacle_filterbank,tacle_filterbank_spm,tacle_filterbank_uncached
,108657.0,108635.0,108663.0,40083696.0,39612469.0,49876478.0
